airline_sentiment,text
1,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h
1,@VirginAmerica Dad on Segway is the best part of this whole infographic!
1,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :)
1,@VirginAmerica wifi AND better seating.
0,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.
1,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience"
0,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!"
0,@VirginAmerica Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!
0,"@VirginAmerica As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers."
0,@VirginAmerica Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?
0,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.
1,"@VirginAmerica so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)"
1,@VirginAmerica you guys are perfect as always! &lt;3 #WeRVirgin
1,@VirginAmerica thanks! Y'all have some of the best customer service left in the industry.
1,@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings
0,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤"
0,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?
0,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡
1,@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome
1,@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.
1,@united thanks
1,@united Thanks for taking care of that MR!! Happy customer.
0,@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.
0,@united Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service #united
1,@united thanks -- we filled it out. How's our luck with this? Is it common?
0,@united Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :)
0,@united you think you boarded flight AU1066 too early? I think so.
0,"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock."
1,@united thanks
1,@united Thanks. It is on the same ticket.
0,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.
0,@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service
0,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!"
1,@united follow me please this airline is beautifull ♥
0,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child"
0,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united
1,@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated
0,@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting
0,"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner."
0,"@united thats weak. See ya 👋
Hey @VirginAmerica !!"
0,@united I flew back w other company since United didnt have an earlier flight
0,@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab
0,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.
0,"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue."
0,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled
0,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy
0,"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but..."
0,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice
0,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB"
0,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice."
0,"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer"
1,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer."
0,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad
0,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient
0,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child
0,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis
1,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU"
0,"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward."
0,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable
0,@united When will email address/username sign-on be available? It's been a while.
1,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?
0,@united rude rude
0,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec
0,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback
0,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...
0,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome
0,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!
0,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.
0,@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes
0,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor."""
0,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.
0,@united I will not be flying you again
0,"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight."
1,@united I flew United last month and the experience was AWESOME!
0,@united our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.
0,"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude."
0,@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.
0,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!
0,@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!
0,"@united as a 1k, I'm always hoping for improvement."
0,@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?
0,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.
0,@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .
0,@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.
1,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat."
0,"@united I just sent an email to Customer Care, telling them I may have to break up with you 😢. I sincerely hope they can help me!!"
0,@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk
0,@united What is your phone number. I can't find who to call about a flight reservation.
0,"@united well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it."
0,"@united why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did."
0,@united they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12
0,@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.
1,@united for the record- Rozana at Newark was lovely and helpful. #choosekind
1,@united thx for update
0,@united Had to explain to a very over eager flight attendant trying to ask about my vision that my @ccicanine was not a guide dog!
0,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued)
0,@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys
0,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!
